	ID	quota sec	word	previous + word	first_letter	strategy	order_letter	order_whole_test	frequency	pause	VP	VS	N of words	N of words_P	N of words_O	N of words_S	mean pause	type	strategy_name	strategy_paper_name
22	Б_В_10	3	предавать	['принимать', 'предавать']	п	8	23	23	6.4	1.55	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
23	Б_В_10	3	показывать	['предавать', 'показывать']	п	8	24	24	155.0	0.77	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
24	Б_В_10	3	проводить	['показывать', 'проводить', '']	п	8	25	25	167.6	0.1			59	28	13	18	2.390357143	students	individual association strategy	S4
25	Б_В_10	3	повод	['проводить', 'повод']	п	2	26	26	151.2	0.59	1.0		59	28	13	18	2.390357143	students	derivative strategy	S2
26	Б_В_10	3	принятие	['повод', 'принятие']	п	8	27	27	69.5	3.81	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
27	Б_В_10	3	проблема	['принятие', 'проблема']	п	8	28	28	474.9	0.1			59	28	13	18	2.390357143	students	individual association strategy	S4
28	Б_В_10	1	отвержение		о	nan	1	29	1.1				59	28	13	18	2.390357143	students		
29	Б_В_10	1	общество	['отвержение', 'общество']	о	3	2	30	314.7	0.1			59	28	13	18	2.390357143	students	semantic-field strategy	S3
30	Б_В_10	1	организация	['общество', 'организация']	о	6	3	31	312.4	0.33			59	28	13	18	2.390357143	students	semantic-field strategy	S3
31	Б_В_10	1	остров	['организация', 'остров']	о	8	4	32	95.7	2.81			59	28	13	18	2.390357143	students	individual association strategy	S4
32	Б_В_10	1	окорок	['остров', 'окорок']	о	8	5	33	2.2	0.44	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
33	Б_В_10	1	организация	['окорок', 'организация']	о	8	6	34	312.4	1.48	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
34	Б_В_10	1	оргАн	['организация', 'оргАн']	о	1	7	35	288.4	1.3			59	28	13	18	2.390357143	students	phonetic strategy	S1
35	Б_В_10	1	Орган	['оргАн', 'Орган']	о	1	8	36	288.4	0.54	1.0		59	28	13	18	2.390357143	students	phonetic strategy	S1
36	Б_В_10	1	октава	['Орган', 'октава']	о	33	9	37	1.5	2.65			59	28	13	18	2.390357143	students	semantic-field strategy	S3
37	Б_В_10	2	орк	['октава', 'орк']	о	11	10	38	0.6	10.98	1.0		59	28	13	18	2.390357143	students	phonetic strategy	S1
38	Б_В_10	2	онтогенез	['орк', 'онтогенез']	о	8	11	39	1.7	3.33			59	28	13	18	2.390357143	students	individual association strategy	S4
39	Б_В_10	3	опция	['онтогенез', 'опция']	о	8	12	40	2.4	6.47			59	28	13	18	2.390357143	students	individual association strategy	S4
40	Б_В_10	3	онкология	['опция', 'онкология']	о	5	13	41	1.0	10.91			59	28	13	18	2.390357143	students	semantic-field strategy	S3
41	Б_В_10	1	совместимость		с	nan	1	42	2.9				59	28	13	18	2.390357143	students		
42	Б_В_10	1	сообщество	['совместимость', 'сообщество']	с	2	2	43	36.3	0.1			59	28	13	18	2.390357143	students	derivative strategy	S2
43	Б_В_10	1	студент	['сообщество', 'студент']	с	3	3	44	105.4	0.55	1.0		59	28	13	18	2.390357143	students	semantic-field strategy	S3
44	Б_В_10	1	ссора	['студент', 'ссора']	с	8	4	45	13.8	4.11	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
45	Б_В_10	1	собеседование	['ссора', 'собеседование']	с	3	5	46	5.6	1.82	1.0		59	28	13	18	2.390357143	students	semantic-field strategy	S3
46	Б_В_10	1	среда	['собеседование', 'среда']	с	8	6	47	142.4	2.08	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
47	Б_В_10	1	социология	['среда', 'социология']	с	8	7	48	10.5	1.74			59	28	13	18	2.390357143	students	individual association strategy	S4
48	Б_В_10	1	сон	['социология', 'сон']	с	8	8	49	152.7	1.73			59	28	13	18	2.390357143	students	individual association strategy	S4
49	Б_В_10	2	сом	['сон', 'сом']	с	1	9	50	2.9	1.29	1.0		59	28	13	18	2.390357143	students	phonetic strategy	S1
50	Б_В_10	2	сор	['сом', 'сор']	с	1	10	51	3.8	0.1			59	28	13	18	2.390357143	students	phonetic strategy	S1
51	Б_В_10	2	совесть	['сор', 'совесть']	с	8	11	52	58.6	1.75	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
52	Б_В_10	2	солнце	['совесть', 'солнце']	с	8	12	53	165.2	2.69	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
53	Б_В_10	2	сознание	['солнце', 'сознание']	с	8	13	54	145.2	5.67	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
54	Б_В_10	3	соринка	['сознание', 'соринка']	с	8	14	55	1.3	10.92	1.0		59	28	13	18	2.390357143	students	individual association strategy	S4
55	Б_В_10	3	сода	['соринка', 'сода']	с	8	15	56	2.6	0.1			59	28	13	18	2.390357143	students	individual association strategy	S4
56	Б_В_10	3	серотонин	['сода', 'серотонин']	с	8	16	57	0.4	8.15			59	28	13	18	2.390357143	students	individual association strategy	S4
57	Б_В_10	3	ситуация	['серотонин', 'ситуация', '']	с	8	17	58	298.8	0.1			59	28	13	18	2.390357143	students	individual association strategy	S4
58	Б_В_10	3	салют	['ситуация', 'салют']	с	8	18	59	8.1	6.46			59	28	13	18	2.390357143	students	individual association strategy	S4
59	Б_В_24	1	пистолет		п	nan	1	1	59.4				40	10	13	17	2.74027027	students		
60	Б_В_24	1	пинг-понг	['пистолет', 'пинг-понг']	п	8	2	2	1.1	1.63	1.0		40	10	13	17	2.74027027	students	individual association strategy	S4
61	Б_В_24	1	пушка	['пинг-понг', 'пушка']	п	33	3	3	24.6	1.89			40	10	13	17	2.74027027	students	semantic-field strategy	S3
62	Б_В_24	1	поп	['пушка', 'поп']	п	8	4	4	13.5	2.33	1.0		40	10	13	17	2.74027027	students	individual association strategy	S4
63	Б_В_24	1	плотник	['поп', 'плотник']	п	3	5	5	7.2	5.18	1.0		40	10	13	17	2.74027027	students	semantic-field strategy	S3
64	Б_В_24	1	плот	['плотник', 'плот']	п	1	6	6	8.0	2.43			40	10	13	17	2.74027027	students	phonetic strategy	S1
65	Б_В_24	1	плод	['плот', 'плод']	п	1	7	7	47.5	1.27			40	10	13	17	2.74027027	students	phonetic strategy	S1
66	Б_В_24	2	плач	['плод', 'плач']	п	8	8	8	12.2	4.88			40	10	13	17	2.74027027	students	individual association strategy	S4
67	Б_В_24	2	пинок	['плач', 'пинок']	п	8	9	9	4.4	3.11			40	10	13	17	2.74027027	students	individual association strategy	S4
68	Б_В_24	2	право	['пинок', 'право']	п	8	10	10	461.4	4.13			40	10	13	17	2.74027027	students	individual association strategy	S4
69	Б_В_24	1	олень		о	nan	1	11	15.6				40	10	13	17	2.74027027	students		
70	Б_В_24	1	овощ	['олень', 'овощ']	о	8	2	12	1.6	0.58			40	10	13	17	2.74027027	students	individual association strategy	S4
71	Б_В_24	1	огонь	['овощ', 'огонь']	о	8	3	13	139.8	1.82	1.0		40	10	13	17	2.74027027	students	individual association strategy	S4
72	Б_В_24	1	овод	['огонь', 'овод']	о	11	4	14	1.0	1.15			40	10	13	17	2.74027027	students	phonetic strategy	S1
73	Б_В_24	1	ободок	['овод', 'ободок']	о	8	5	15	1.8	1.63			40	10	13	17	2.74027027	students	individual association strategy	S4
74	Б_В_24	1	онтогенез	['ободок', 'онтогенез']	о	8	6	16	1.7	3.11			40	10	13	17	2.74027027	students	individual association strategy	S4
75	Б_В_24	1	общество	['онтогенез', 'общество']	о	8	7	17	314.7	2.54	1.0		40	10	13	17	2.74027027	students	individual association strategy	S4
76	Б_В_24	1	одуванчик	['общество', 'одуванчик']	о	8	8	18	4.5	1.99			40	10	13	17	2.74027027	students	individual association strategy	S4
77	Б_В_24	2	область	['одуванчик', 'область']	о	8	9	19	400.2	10.79	1.0		40	10	13	17	2.74027027	students	individual association strategy	S4
78	Б_В_24	2	один	['область', 'один', '']	о	8	10	20	529.5	3.3			40	10	13	17	2.74027027	students	individual association strategy	S4
79	Б_В_24	2	однородный	['один', 'однородный']	о	2	11	21	7.6	1.3			40	10	13	17	2.74027027	students	derivative strategy	S2
80	Б_В_24	2	одиночка	['однородный', 'одиночка']	о	2	12	22	17.8	1.85			40	10	13	17	2.74027027	students	derivative strategy	S2
81	Б_В_24	3	орнамент	['одиночка', 'орнамент']	о	8	13	23	6.0	11.97			40	10	13	17	2.74027027	students	individual association strategy	S4
82	Б_В_24	1	собака		с	nan	1	24	132.2				40	10	13	17	2.74027027	students		
83	Б_В_24	1	сумка	['собака', 'сумка']	с	8	2	25	55.5	0.58			40	10	13	17	2.74027027	students	individual association strategy	S4
84	Б_В_24	1	суеверия	['сумка', 'суеверия']	с	8	3	26	3.8	1.44			40	10	13	17	2.74027027	students	individual association strategy	S4
85	Б_В_24	1	сущность	['суеверия', 'сущность']	с	3	4	27	62.0	1.11			40	10	13	17	2.74027027	students	semantic-field strategy	S3
86	Б_В_24	1	сон	['сущность', 'сон']	с	3	5	28	152.7	1.63			40	10	13	17	2.74027027	students	semantic-field strategy	S3
87	Б_В_24	1	сердце	['сон', 'сердце']	с	8	6	29	245.1	2.58			40	10	13	17	2.74027027	students	individual association strategy	S4
88	Б_В_24	1	синева	['сердце', 'синева']	с	8	7	30	7.9	4.57			40	10	13	17	2.74027027	students	individual association strategy	S4
89	Б_В_24	1	синий	['синева', 'синий']	с	2	8	31	82.8	0.1			40	10	13	17	2.74027027	students	derivative strategy	S2
90	Б_В_24	1	соленый	['синий', 'соленый']	с	8	9	32	15.6	0.48			40	10	13	17	2.74027027	students	individual association strategy	S4
91	Б_В_24	2	собственный	['соленый', 'собственный']	с	8	10	33	338.3	1.22			40	10	13	17	2.74027027	students	individual association strategy	S4
92	Б_В_24	2	слабый	['собственный', 'слабый']	с	8	11	34	94.1	1.72			40	10	13	17	2.74027027	students	individual association strategy	S4
93	Б_В_24	2	сильный	['слабый', 'сильный']	с	6	12	35	220.5	1.76			40	10	13	17	2.74027027	students	semantic-field strategy	S3
94	Б_В_24	2	слюни	['сильный', 'слюни']	с	8	13	36	2.3	3.76			40	10	13	17	2.74027027	students	individual association strategy	S4
95	Б_В_24	2	станок	['слюни', 'станок']	с	8	14	37	17.5	4.06			40	10	13	17	2.74027027	students	individual association strategy	S4
96	Б_В_24	2	стон	['станок', 'стон']	с	8	15	38	14.5	1.75			40	10	13	17	2.74027027	students	individual association strategy	S4
97	Б_В_24	3	столица	['стон', 'столица']	с	8	16	39	100.2	4.39			40	10	13	17	2.74027027	students	individual association strategy	S4
98	Б_В_24	3	столб	['столица', 'столб']	с	8	17	40	32.7	1.36			40	10	13	17	2.74027027	students	individual association strategy	S4
99	Б_Д_20	1	помидор		п	nan	1	1	15.4				46	17	17	12	3.726976744	students		
100	Б_Д_20	1	педаль	['помидор', 'педаль']	п	8	2	2	8.6	1.86	1.0		46	17	17	12	3.726976744	students	individual association strategy	S4
101	Б_Д_20	1	порог	['педаль', 'порог']	п	8	3	3	64.2	2.08	1.0		46	17	17	12	3.726976744	students	individual association strategy	S4
102	Б_Д_20	1	Пирокинезис	['порог', 'Пирокинезис']	п	8	4	4		1.81			46	17	17	12	3.726976744	students	individual association strategy	S4
103	Б_Д_20	1	пасмурно	['Пирокинезис', 'пасмурно']	п	8	5	5	1.2	1.48			46	17	17	12	3.726976744	students	individual association strategy	S4
104	Б_Д_20	1	погода	['пасмурно', 'погода']	п	3	6	6	51.7	0.69			46	17	17	12	3.726976744	students	semantic-field strategy	S3
105	Б_Д_20	1	пирожок	['погода', 'пирожок']	п	8	7	7	12.1	0.3			46	17	17	12	3.726976744	students	individual association strategy	S4
106	Б_Д_20	2	пирог	['пирожок', 'пирог']	п	2	8	8	16.3	9.54	1.0		46	17	17	12	3.726976744	students	derivative strategy	S2
107	Б_Д_20	2	пункция	['пирог', 'пункция']	п	8	9	9		4.29			46	17	17	12	3.726976744	students	individual association strategy	S4
108	Б_Д_20	2	Пизанская	['пункция', 'Пизанская']	п	8	10	10		5.02			46	17	17	12	3.726976744	students	individual association strategy	S4
109	Б_Д_20	3	песто	['Пизанская', 'песто']	п	3	11	11		8.38			46	17	17	12	3.726976744	students	semantic-field strategy	S3
110	Б_Д_20	3	парашют	['песто', 'парашют']	п	8	12	12	9.9	8.94			46	17	17	12	3.726976744	students	individual association strategy	S4
111	Б_Д_20	3	после	['парашют', 'после']	п	8	13	13	1080.1	3.57			46	17	17	12	3.726976744	students	individual association strategy	S4
112	Б_Д_20	3	пОра	['после', 'пОра']	п	8	14	14	358.2	3.77			46	17	17	12	3.726976744	students	individual association strategy	S4
113	Б_Д_20	3	пирамида	['пОра', 'пирамида']	п	8	15	15	16.0	5.44			46	17	17	12	3.726976744	students	individual association strategy	S4
114	Б_Д_20	4	пуск	['пирамида', 'пуск']	п	8	16	16	11.1	7.67			46	17	17	12	3.726976744	students	individual association strategy	S4
115	Б_Д_20	4	пусковой	['пуск', 'пусковой']	п	2	17	17	4.4	1.21			46	17	17	12	3.726976744	students	derivative strategy	S2
116	Б_Д_20	1	очки		о	nan	1	18	56.0				46	17	17	12	3.726976744	students		
117	Б_Д_20	1	охрана	['очки', 'охрана']	о	8	2	19	90.9	1.48			46	17	17	12	3.726976744	students	individual association strategy	S4
118	Б_Д_20	1	обошел	['охрана', 'обошел']	о	8	3	20		2.15			46	17	17	12	3.726976744	students	individual association strategy	S4
119	Б_Д_20	1	обогнул	['обошел', 'обогнул']	о	6	4	21		3.28	1.0	1.0	46	17	17	12	3.726976744	students	semantic-field strategy	S3
120	Б_Д_20	1	оставить	['обогнул', 'оставить', '']	о	8	5	22	210.5	1.7			46	17	17	12	3.726976744	students	individual association strategy	S4
121	Б_Д_20	1	ольха	['оставить', 'ольха']	о	8	6	23	1.9	3.95	1.0		46	17	17	12	3.726976744	students	individual association strategy	S4
122	Б_Д_20	2	огород	['ольха', 'огород']	о	8	7	24	28.2	1.8			46	17	17	12	3.726976744	students	individual association strategy	S4
123	Б_Д_20	2	огурец	['огород', 'огурец']	о	1	8	25	18.9	0.1			46	17	17	12	3.726976744	students	phonetic strategy	S1
124	Б_Д_20	2	октябрь	['огурец', 'октябрь']	о	8	9	26	92.2	3.14			46	17	17	12	3.726976744	students	individual association strategy	S4
125	Б_Д_20	2	оратор	['октябрь', 'оратор']	о	8	10	27	8.2	12.32	1.0		46	17	17	12	3.726976744	students	individual association strategy	S4
126	Б_Д_20	2	ораторство	['оратор', 'ораторство']	о	2	11	28		1.5			46	17	17	12	3.726976744	students	derivative strategy	S2
127	Б_Д_20	3	ор	['ораторство', 'ор']	о	2	12	29	7.0	1.21			46	17	17	12	3.726976744	students	derivative strategy	S2
128	Б_Д_20	3	осколок	['ор', 'осколок']	о	8	13	30	20.4	3.02	1.0		46	17	17	12	3.726976744	students	individual association strategy	S4
129	Б_Д_20	3	оскаливаться	['осколок', 'оскаливаться']	о	1	14	31		0.64			46	17	17	12	3.726976744	students	phonetic strategy	S1
130	Б_Д_20	3	оперировать	['оскаливаться', 'оперировать']	о	8	15	32	12.9	7.69	1.0	1.0	46	17	17	12	3.726976744	students	individual association strategy	S4
131	Б_Д_20	3	операция	['оперировать', 'операция']	о	2	16	33	153.3	0.3			46	17	17	12	3.726976744	students	derivative strategy	S2
132	Б_Д_20	3	освободить	['операция', 'освободить', '']	о	8	17	34	43.5	2.35			46	17	17	12	3.726976744	students	individual association strategy	S4
133	Б_Д_20	1	станок		с	nan	1	35	17.5				46	17	17	12	3.726976744	students		
134	Б_Д_20	1	совещание	['станок', 'совещание']	с	8	2	36	43.3	0.3			46	17	17	12	3.726976744	students	individual association strategy	S4
135	Б_Д_20	1	сосиски	['совещание', 'сосиски']	с	8	3	37	7.5	1.18	1.0		46	17	17	12	3.726976744	students	individual association strategy	S4
136	Б_Д_20	1	салют	['сосиски', 'салют']	с	8	4	38	8.1	3.47		1.0	46	17	17	12	3.726976744	students	individual association strategy	S4
137	Б_Д_20	1	социология	['салют', 'социология']	с	8	5	39	10.5	5.8		1.0	46	17	17	12	3.726976744	students	individual association strategy	S4
138	Б_Д_20	2	соль	['социология', 'соль']	с	8	6	40	39.4	5.15	1.0		46	17	17	12	3.726976744	students	individual association strategy	S4
139	Б_Д_20	2	соляной	['соль', 'соляной']	с	2	7	41	2.6	2.0			46	17	17	12	3.726976744	students	derivative strategy	S2
140	Б_Д_20	2	солевой	['соляной', 'солевой']	с	2	8	42	0.9	1.49			46	17	17	12	3.726976744	students	derivative strategy	S2
141	Б_Д_20	2	сестра	['солевой', 'сестра']	с	8	9	43	121.3	7.97	1.0		46	17	17	12	3.726976744	students	individual association strategy	S4
142	Б_Д_20	2	срач	['сестра', 'срач']	с	8	10	44		4.02			46	17	17	12	3.726976744	students	individual association strategy	S4
143	Б_Д_20	3	сардельки	['срач', 'сардельки']	с	8	11	45	1.9	7.21		1.0	46	17	17	12	3.726976744	students	individual association strategy	S4
144	Б_Д_20	3	Серафим	['сардельки', 'Серафим']	с	8	12	46	14.5	8.99	1.0	1.0	46	17	17	12	3.726976744	students	individual association strategy	S4
145	Б_К_9	1	пунш		п	nan	1	1	0.7				42	16	8	18	3.074615385	students		
146	Б_К_9	1	постройка	['пунш', 'постройка']	п	8	2	2	23.5	1.32	1.0		42	16	8	18	3.074615385	students	individual association strategy	S4
147	Б_К_9	1	пирог	['постройка', 'пирог']	п	11	3	3	16.3	0.91			42	16	8	18	3.074615385	students	phonetic strategy	S1
148	Б_К_9	1	пост	['пирог', 'пост']	п	8	4	4	84.3	3.32	1.0		42	16	8	18	3.074615385	students	individual association strategy	S4
149	Б_К_9	1	пир	['пост', 'пир']	п	22	5	5	11.2	1.75	1.0		42	16	8	18	3.074615385	students	derivative strategy	S2
150	Б_К_9	1	плойка	['пир', 'плойка']	п	8	6	6		3.77	1.0		42	16	8	18	3.074615385	students	individual association strategy	S4
151	Б_К_9	1	пульт	['плойка', 'пульт']	п	8	7	7	11.2	2.45			42	16	8	18	3.074615385	students	individual association strategy	S4
152	Б_К_9	2	пульверизатор	['пульт', 'пульверизатор']	п	1	8	8	0.6	1.29			42	16	8	18	3.074615385	students	phonetic strategy	S1
153	Б_К_9	2	пол	['пульверизатор', 'пол']	п	8	9	9	181.9	4.71		1.0	42	16	8	18	3.074615385	students	individual association strategy	S4
154	Б_К_9	2	пипидастр	['пол', 'пипидастр']	п	8	10	10		3.52	1.0		42	16	8	18	3.074615385	students	individual association strategy	S4
155	Б_К_9	2	поле	['пипидастр', 'поле']	п	8	11	11	180.2	6.31	1.0		42	16	8	18	3.074615385	students	individual association strategy	S4
156	Б_К_9	3	пума	['поле', 'пума', '']	п	8	12	12	0.6	2.54			42	16	8	18	3.074615385	students	individual association strategy	S4
157	Б_К_9	3	пони	['пума', 'пони']	п	3	13	13	1.5	1.85	1.0		42	16	8	18	3.074615385	students	semantic-field strategy	S3
158	Б_К_9	3	принт	['пони', 'принт']	п	8	14	14		9.06			42	16	8	18	3.074615385	students	individual association strategy	S4
159	Б_К_9	3	поза	['принт', 'поза']	п	8	15	15	29.8	1.13			42	16	8	18	3.074615385	students	individual association strategy	S4
160	Б_К_9	4	пиджак	['поза', 'пиджак']	п	8	16	16	38.1	13.14	1.0	1.0	42	16	8	18	3.074615385	students	individual association strategy	S4
161	Б_К_9	1	очки		о	nan	1	17	56.0				42	16	8	18	3.074615385	students		
162	Б_К_9	1	облако	['очки', 'облако']	о	8	2	18	43.0	0.2			42	16	8	18	3.074615385	students	individual association strategy	S4
163	Б_К_9	1	огонь	['облако', 'огонь']	о	8	3	19	139.8	0.2			42	16	8	18	3.074615385	students	individual association strategy	S4
164	Б_К_9	1	осень	['огонь', 'осень']	о	8	4	20	81.8	8.26	1.0		42	16	8	18	3.074615385	students	individual association strategy	S4
165	Б_К_9	1	озеро	['осень', 'озеро']	о	8	5	21	54.9	3.09			42	16	8	18	3.074615385	students	individual association strategy	S4
166	Б_К_9	2	осенний	['озеро', 'осенний']	о	22	6	22	27.8	12.02	1.0	1.0	42	16	8	18	3.074615385	students	derivative strategy	S2
167	Б_К_9	2	очень	['осенний', 'очень']	о	8	7	23	1286.8	1.35	1.0		42	16	8	18	3.074615385	students	individual association strategy	S4
168	Б_К_9	2	обычный	['очень', 'обычный']	о	8	8	24	148.7	3.63	1.0		42	16	8	18	3.074615385	students	individual association strategy	S4
169	Б_К_9	1	сон		с	nan	1	25	152.7				42	16	8	18	3.074615385	students		
170	Б_К_9	1	соня	['сон', 'соня']	с	2	2	26	17.7	0.2			42	16	8	18	3.074615385	students	derivative strategy	S2
171	Б_К_9	1	стресс	['соня', 'стресс']	с	8	3	27	12.4	4.12			42	16	8	18	3.074615385	students	individual association strategy	S4
172	Б_К_9	1	смерть	['стресс', 'смерть']	с	3	4	28	284.1	0.1			42	16	8	18	3.074615385	students	semantic-field strategy	S3
173	Б_К_9	1	смог	['смерть', 'смог']	с	8	5	29	1.0	1.17			42	16	8	18	3.074615385	students	individual association strategy	S4
174	Б_К_9	1	стоять	['смог', 'стоять']	с	8	6	30	419.3	1.67			42	16	8	18	3.074615385	students	individual association strategy	S4
175	Б_К_9	1	сидеть	['стоять', 'сидеть']	с	7	7	31	538.1	0.99			42	16	8	18	3.074615385	students	semantic-field strategy	S3
176	Б_К_9	1	стул	['сидеть', 'стул']	с	3	8	32	87.6	0.1			42	16	8	18	3.074615385	students	semantic-field strategy	S3
177	Б_К_9	1	стол	['стул', 'стол']	с	7	9	33	402.5	0.1			42	16	8	18	3.074615385	students	semantic-field strategy	S3
178	Б_К_9	2	сны	['стол', 'сны']	с	8	10	34		6.05	1.0	1.0	42	16	8	18	3.074615385	students	individual association strategy	S4
179	Б_К_9	2	стена	['сны', 'стена']	с	33	11	35	261.0	1.35			42	16	8	18	3.074615385	students	semantic-field strategy	S3
180	Б_К_9	2	стеллаж	['стена', 'стеллаж']	с	3	12	36	6.5	2.46			42	16	8	18	3.074615385	students	semantic-field strategy	S3
181	Б_К_9	2	собака	['стеллаж', 'собака']	с	8	13	37	132.2	0.74			42	16	8	18	3.074615385	students	individual association strategy	S4
182	Б_К_9	2	сочный	['собака', 'сочный']	с	8	14	38	9.4	4.03	1.0		42	16	8	18	3.074615385	students	individual association strategy	S4
183	Б_К_9	2	стержень	['сочный', 'стержень']	с	8	15	39	8.7	1.87			42	16	8	18	3.074615385	students	individual association strategy	S4
184	Б_К_9	3	смирно	['стержень', 'смирно']	с	8	16	40	6.5	2.74			42	16	8	18	3.074615385	students	individual association strategy	S4
185	Г_Ю_13	1	папа		п	nan	1	1	143.4				39	16	7	16	3.866111111	students		
186	Г_Ю_13	1	поросль	['папа', 'поросль']	п	8	2	2	2.5	1.51			39	16	7	16	3.866111111	students	individual association strategy	S4
187	Г_Ю_13	1	претит	['поросль', 'претит']	п	8	3	3	1.6	3.49	1.0		39	16	7	16	3.866111111	students	individual association strategy	S4
188	Г_Ю_13	1	прыгать	['претит', 'прыгать']	п	8	4	4	38.5	0.73			39	16	7	16	3.866111111	students	individual association strategy	S4
189	Г_Ю_13	1	падать	['прыгать', 'падать']	п	3	5	5	84.2	1.92			39	16	7	16	3.866111111	students	semantic-field strategy	S3
190	Г_Ю_13	1	полный	['падать', 'полный']	п	8	6	6	390.6	1.49			39	16	7	16	3.866111111	students	individual association strategy	S4
191	Г_Ю_13	1	перекись	['полный', 'перекись']	п	8	7	7	1.5	2.47			39	16	7	16	3.866111111	students	individual association strategy	S4
192	Г_Ю_13	2	пнуть	['перекись', 'пнуть']	п	8	8	8	5.3	4.03			39	16	7	16	3.866111111	students	individual association strategy	S4
193	Г_Ю_13	2	плохой	['пнуть', 'плохой']	п	8	9	9	221.6	2.98			39	16	7	16	3.866111111	students	individual association strategy	S4
194	Г_Ю_13	2	продукт	['плохой', 'продукт']	п	8	10	10	136.7	1.75			39	16	7	16	3.866111111	students	individual association strategy	S4
195	Г_Ю_13	2	пес	['продукт', 'пес']	п	8	11	11	30.7	4.77			39	16	7	16	3.866111111	students	individual association strategy	S4
196	Г_Ю_13	3	плесень	['пес', 'плесень', '']	п	8	12	12	4.1	5.81			39	16	7	16	3.866111111	students	individual association strategy	S4
197	Г_Ю_13	3	поникнуть	['плесень', 'поникнуть']	п	8	13	13	3.3	3.78			39	16	7	16	3.866111111	students	individual association strategy	S4
198	Г_Ю_13	3	плакать	['поникнуть', 'плакать']	п	6	14	14	103.9	6.58			39	16	7	16	3.866111111	students	semantic-field strategy	S3
199	Г_Ю_13	3	песня	['плакать', 'песня']	п	8	15	15	160.1	4.07			39	16	7	16	3.866111111	students	individual association strategy	S4
